id,ICAO CODE,IATA CODE,AIRPORT NAME,CITY,COUNTRY,Latitude,Longitude
1314,HTMD,N/A,MWADUI,MWADUI,TANZANIA,-3.514,33.619
1315,HTMS,QSI,MOSHI,MOSHI,TANZANIA,-3.363,37.323
1316,HTMT,MYW,MTWARA,MTWARA,TANZANIA,-10.339,40.182
1317,HTMW,MWZ,MWANZA,MWANZA,TANZANIA,-2.444,32.932
1318,HTNG,N/A,NGERENGERE,NGERENGERE,TANZANIA,-6.717,38.154
1319,HTPE,PMA,PEMBA,PEMBA,TANZANIA,-5.257,39.811
1320,HTTG,TGT,TANGA,TANGA,TANZANIA,-5.092,39.071
1321,HTZA,ZNZ,ZANZIBAR,ZANZIBAR,TANZANIA,-6.222,39.225
1322,HUEN,EBB,ENTEBBE INTERNATIONAL,ENTEBBE,UGANDA,0.042,32.443
1323,HUGU,N/A,GULU,GULU,UGANDA,2.806,32.272
1324,HUSO,SRT,SOROTI,SOROTI,UGANDA,1.728,33.623
1325,KABI,ABI,ABILENE RGNL,ABILENE,USA,32.411,-99.682
1326,KACK,ACK,NANTUCKET MEM,NANTUCKET,USA,41.253,-70.06
1327,KACT,ACT,WACO RGNL,WACO,USA,31.611,-97.23
1328,KACY,ACY,ATLANTIC CITY INTERNATIONAL,ATLANTIC CITY,USA,39.458,-74.577
1329,KADM,ADM,ARDMORE MUNI,ARDMORE,USA,34.303,-97.019
1330,KADW,ADW,ANDREWS AFB,CAMP SPRINGS,USA,38.811,-76.867
1331,KAEX,AEX,ALEXANDRIA INTERNATIONAL,ALEXANDRIA,USA,31.327,-92.548
1332,KAGS,AGS,AUGUSTA RGNL AT BUSH FLD,BUSH FIELD,USA,33.37,-81.964
1333,KAKR,AKR,AKRON FULTON INTERNATIONAL,AKRON,USA,41.038,-81.467
1334,KALB,ALB,ALBANY INTERNATIONAL,ALBANY,USA,42.748,-73.803
1335,KALI,ALI,ALICE INTERNATIONAL,ALICE,USA,27.741,-98.027
1336,KAMA,AMA,AMARILLO INTERNATIONAL,AMARILLO,USA,35.219,-101.706
1337,KANB,ANB,ANNISTON METROPOLITAN,ANNISTON,USA,33.588,-85.858
1338,KAND,AND,ANDERSON RGNL,ANDERSEN,USA,34.495,-82.709
1339,KAOO,AOO,ALTOONA BLAIR CO,ALTOONA,USA,40.296,-78.32
1340,KAPG,APG,PHILLIPS AAF,ABERDEEN,USA,39.466,-76.169
1341,KARA,ARA,ACADIANA REGIONAL,LOUISIANA,USA,30.038,-91.884
1342,KART,ART,WATERTOWN INTERNATIONAL,WATERTOWN,USA,43.992,-76.022
1343,KATL,ATL,THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL,ATLANTA,USA,33.64,-84.427
1344,KAUG,AUG,AUGUSTA STATE,AUGUSTA,USA,44.321,-69.797
1345,KAUS,AUS,AUSTIN BERGSTROM INTERNATIONAL,AUSTIN,USA,30.194,-97.67
1346,KBAB,BAB,BEALE AFB,MARYSVILLE,USA,39.136,-121.436
1347,KBAD,BAD,BARKSDALE AFB,SHREVEPORT,USA,32.502,-93.663
1348,KBCT,BCT,BOCA RATON,BOCA RATON,USA,26.378,-80.107
1349,KBDE,BDE,BAUDETTE INTERNATIONAL,BAUDETTE,USA,48.728,-94.612
1350,KBDL,BDL,BRADLEY INTERNATIONAL,WINDSOR LOCKS,USA,41.939,-72.683
1351,KBDR,BDR,IGOR I SIKORSKY MEM,STRATFORD,USA,41.163,-73.126
1352,KBED,BED,LAURENCE G HANSCOM FLD,BEDFORD,USA,42.47,-71.289
1353,KBFI,BFI,BOEING FLD KING CO INTERNATIONAL,SEATTLE,USA,47.53,-122.302
1354,KBFL,BFL,MEADOWS FLD,BAKERSFIELD,USA,35.433,-119.057
1355,KBFM,BFM,MOBILE DOWNTOWN,MOBILE,USA,30.626,-88.068
1356,KBGR,BGR,BANGOR INTERNATIONAL,BANGOR,USA,44.807,-68.828
1357,KBHM,BHM,BIRMINGHAM INTERNATIONAL,BIRMINGHAM,USA,33.563,-86.753
1358,KBIF,BIF,BIGGS AAF,EL PASO,USA,31.849,-106.38
1359,KBIX,BIX,KEESLER AFB,BILOXI,USA,30.411,-88.924
1360,KBKF,BKF,BUCKLEY AFB,BUCKLEY,USA,39.702,-104.751
1361,KBLI,BLI,BELLINGHAM INTERNATIONAL,BELLINGHAM,USA,48.792,-122.537
1362,KBLV,BLV,SCOTT AFB MIDAMERICA,BELLEVILLE,USA,38.545,-89.835
1363,KBNA,BNA,NASHVILLE INTERNATIONAL,NASHVILLE,USA,36.124,-86.678
1364,KBOI,BOI,BOISE AIR TERMINAL,BOISE,USA,43.564,-116.223
1365,KBOS,BOS,GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL,BOSTON,USA,42.364,-71.005
1366,KBPT,BPT,SOUTHEAST TEXAS RGNL,BEAUMONT,USA,29.951,-94.021
1367,KBRO,BRO,BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL,BROWNSVILLE,USA,25.907,-97.426
1368,KBTR,BTR,BATON ROUGE METRO RYAN FLD,BATON ROUGE,USA,30.533,-91.149
1369,KBTV,BTV,BURLINGTON INTERNATIONAL,BURLINGTON,USA,44.472,-73.153
1370,KBUF,BUF,BUFFALO NIAGARA INTERNATIONAL,BUFFALO,USA,42.94,-78.732
1371,KBUR,BUR,BURBANK GLENDALE PASADENA,BURBANK,USA,34.201,-118.359
1372,KBWI,BWI,BALTIMORE WASHINGTON INTERNATIONAL,BALTIMORE,USA,39.175,-76.668
1373,KBYH,BYH,ARKANSAS INTERNATIONAL,BLYTHEVILLE,USA,35.964,-89.943
1374,KBYS,BYS,BICYCLE LAKE AAF,FORT IRWIN,USA,35.28,-116.63
1375,KCAE,CAE,COLUMBIA METROPOLITAN,COLOMBIA,USA,33.939,-81.119
1376,KCAR,CAR,CARIBOU MUNI,CARIBOU,USA,46.871,-68.018
1377,KCBM,CBM,COLUMBUS AFB,COLOMBUS,USA,33.644,-88.444
1378,KCDC,CDC,CEDAR CITY RGNL,CEDAR CITY,USA,37.701,-113.099
1379,KCDS,CDS,CHILDRESS MUNI,CHILDRESS,USA,34.434,-100.288
1380,KCEF,CEF,WESTOVER ARB METROPOLITAN,CHICOPEE FALLS,USA,42.198,-72.534
1381,KCEW,CEW,BOB SIKES,CRESTVIEW,USA,30.779,-86.522
1382,KCFD,CFD,COULTER FLD,BRYAN,USA,30.716,-96.331
1383,KCHA,CHA,LOVELL FLD,CHATTANOOGA,USA,35.035,-85.204
1384,KCHS,CHS,CHARLESTON AFB INTERNATIONAL,CHARLESTON,USA,32.899,-80.04
1385,KCIC,CIC,CHICO MUNI,CHICO,USA,39.795,-121.858
1386,KCLE,CLE,CLEVELAND HOPKINS INTERNATIONAL,CLEVELAND,USA,41.412,-81.85
1387,KCLL,CLL,EASTERWOOD FLD,COLLEGE STATION,USA,30.588,-96.364
1388,KCLT,CLT,CHARLOTTE DOUGLAS INTERNATIONAL,CHARLOTTE,USA,35.214,-80.943
1389,KCMH,CMH,PORT COLUMBUS INTERNATIONAL,COLUMBUS,USA,39.998,-82.892
1390,KCNM,CNM,CAVERN CITY AIR TERMINAL,CARLSBAD,USA,32.337,-104.263
1391,KCNW,CNW,TSTC WACO,WACO,USA,31.638,-97.074
1392,KCOF,COF,PATRICK AFB,COCO BEACH,USA,28.235,-80.61
1393,KCOS,COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,USA,38.806,-104.7
1394,KCOT,COT,COTULLA LA SALLE CO,COTULLA,USA,28.458,-99.22
1395,KCOU,COU,COLUMBIA RGNL,COLUMBIA,USA,38.818,-92.219
1396,KCPR,CPR,NATRONA CO INTERNATIONAL,CASPER,USA,42.908,-106.464
1397,KCRP,CRP,CORPUS CHRISTI INTERNATIONAL,CORPUS CHRISTI,USA,27.77,-97.501
1398,KCTB,CTB,CUT BANK MUNI,CUTBANK,USA,48.608,-112.376
1399,KCVG,CVG,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL,CINCINNATI,USA,39.046,-84.662
1400,KCVS,CVS,CANNON AFB,CLOVIS,USA,34.383,-103.322
1401,KCXL,CXL,CALEXICO INTERNATIONAL,CALEXICO,USA,32.669,-115.513
1402,KCXO,CXO,MONTGOMERY CO,CONROE,USA,30.352,-95.414
1403,KCYS,CYS,CHEYENNE,CHEYENNE,USA,41.156,-104.812
1404,KDAL,DAL,DALLAS LOVE FLD,DALLAS,USA,32.847,-96.852
1405,KDAY,DAY,JAMES M COX DAYTON INTERNATIONAL,DAYTON,USA,39.902,-84.219
1406,KDCA,DCA,RONALD REAGAN WASHINGTON NATIONAL,WASHINGTON,USA,38.852,-77.037
1407,KDEN,DEN,DENVER INTERNATIONAL,DENVER,USA,39.858,-104.667
1408,KDET,DET,DETROIT CITY,DETROIT,USA,42.409,-83.01
1409,KDFW,DFW,DALLAS FORT WORTH INTERNATIONAL,DALLAS-FORT WORTH,USA,32.896,-97.037
1410,KDHN,DHN,DOTHAN RGNL,DOTHAN,USA,31.321,-85.449
1411,KDHT,DHT,DALHART MUNI,DALHART,USA,36.023,-102.547
1412,KDLF,DLF,LAUGHLIN AFB,DEL RIO,USA,29.359,-100.778
1413,KDLH,DLH,DULUTH INTERNATIONAL,DULUTH,USA,46.842,-92.194
1414,KDMA,DMA,DAVIS MONTHAN AFB,TUCSON,USA,32.166,-110.883
1415,KDOV,DOV,DOVER AFB,DOVER,USA,39.13,-75.466
1416,KDPA,DPA,DU PAGE,WEST CHICAGO,USA,41.908,-88.249
1417,KDRI,DRI,BEAUREGARD PARISH,DERIDDER,USA,30.832,-93.34
1418,KDRO,DRO,DURANGO LA PLATA CO,DURANGO,USA,37.151,-107.754
1419,KDRT,DRT,DEL RIO INTERNATIONAL,DEL RIO,USA,29.373,-100.926
1420,KDSM,DSM,DES MOINES INTERNATIONAL,DES MOINES,USA,41.534,-93.663
1421,KDTW,DTW,DETROIT METRO WAYNE CO,DETROIT,USA,42.212,-83.353
1422,KDUG,DUG,BISBEE DOUGLAS INTERNATIONAL,DOUGLAS,USA,31.469,-109.604
1423,KDYS,DYS,DYESS AFB,ABILENE,USA,32.421,-99.854
1424,KECG,ECG,ELIZABETH CITY CGAS RGNL,ELIZABETH CITY,USA,36.261,-76.174
1425,KEDW,EDW,EDWARDS AFB,EDWARDS AFB,USA,34.905,-117.884
1426,KEFD,EFD,ELLINGTON FLD,HOUSTON,USA,29.607,-95.159
1427,KEGP,EGP,EAGLE PASS MUNI,EAGLE PASS,USA,28.7,-100.479
1428,KEKN,EKN,ELKINS RANDOLPH CO JENNINGS RANDOLPH,ELKINS,USA,38.889,-79.857
1429,KELD,ELD,SOUTH ARKANSAS RGNL AT GOODWIN FLD,EL DORADO,USA,33.221,-92.813
1430,KELP,ELP,EL PASO INTERNATIONAL,EL PASO,USA,31.807,-106.378
1431,KEND,END,VANCE AFB,ENID,USA,36.34,-97.916
1432,KENV,ENV,WENDOVER,WENDOVER,USA,40.719,-114.031
1433,KESF,ESF,ESLER RGNL,ALEXANDRIA,USA,31.395,-92.296
1434,KEWN,EWN,CRAVEN CO RGNL,NEW BERN,USA,35.073,-77.043
1435,KEWR,EWR,NEWARK LIBERTY INTERNATIONAL,NEWARK,USA,40.692,-74.169
1436,KEYW,EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759
1437,KFAF,FAF,FELKER AAF,FORT EUSTIS,USA,37.133,-76.609
1438,KFAT,FAT,FRESNO YOSEMITE INTERNATIONAL,FRESNO,USA,36.776,-119.718
1439,KFCS,FCS,BUTTS AAF,FORT CARSON,USA,38.678,-104.756
1440,KFFO,FFO,WRIGHT PATTERSON AFB,DAYTON,USA,39.826,-84.048
1441,KFHU,FHU,SIERRA VISTA MUNI LIBBY AAF,FORT HUACHUCA,USA,31.588,-110.344
1442,KFLL,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153
1443,KFLO,FLO,FLORENCE RGNL,FLORENCE,USA,34.185,-79.724
1444,KFLV,FLV,SHERMAN AAF,FORT LEAVENWORTH,USA,39.368,-94.914
1445,KFME,N/A,TIPTON,FORT MEADE,USA,39.085,-76.759
1446,KFMH,FMH,OTIS ANGB,FALMOUTH,USA,41.658,-70.521
1447,KFMN,FMN,FOUR CORNERS RGNL,FARMINGTON,USA,36.741,-108.23
1448,KFMY,FMY,PAGE FLD,FORT MYERS,USA,26.586,-81.863
1449,KFOD,FOD,FORT DODGE RGNL,FORT DODGE,USA,42.551,-94.193
1450,KFOE,FOE,FORBES FLD,TOPEKA,USA,38.951,-95.664
1451,KFOK,FOK,THE FRANCIS S GABRESKI,WEST HAMPTON BEACH,USA,40.844,-72.632
1452,KFRI,FRI,MARSHALL AAF,FORT RILEY,USA,39.055,-96.764
1453,KFSI,FSI,HENRY POST AAF,FORT SILL,USA,34.65,-98.402
1454,KFSM,FSM,FORT SMITH RGNL,FORT SMITH,USA,35.336,-94.367
1455,KFTK,FTK,GODMAN AAF,FORT KNOX,USA,37.907,-85.972
1456,KFTW,FTW,FORT WORTH MEACHAM INTERNATIONAL,FORT WORTH,USA,32.82,-97.362
1457,KFXE,FXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,USA,26.197,-80.171
1458,KFYV,FYV,DRAKE FLD,FAYETTEVILLE,USA,36.005,-94.17
1459,KGAG,GAG,GAGE,GAGE,USA,36.295,-99.776
1460,KGCK,GCK,GARDEN CITY RGNL,GARDEN CITY,USA,37.927,-100.724
1461,KGEG,GEG,SPOKANE INTERNATIONAL,SPOKANE,USA,47.62,-117.534
1462,KGFK,GFK,GRAND FORKS INTERNATIONAL,GRAND FORKS,USA,47.949,-97.176
1463,KGGG,GGG,EAST TEXAS RGNL,LONGVIEW,USA,32.385,-94.711
1464,KGLS,GLS,SCHOLES INTERNATIONAL AT GALVESTON,GALVESTON,USA,29.265,-94.86
1465,KGNT,GNT,GRANTS MILAN MUNI,GRANTS,USA,35.165,-107.901
1466,KGNV,GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272
1467,KGRB,GRB,AUSTIN STRAUBEL INTERNATIONAL,GREEN BAY,USA,44.485,-88.129
1468,KGRF,GRF,GRAY AAF,FORT LEWIS,USA,47.079,-122.581
1469,KGRK,GRK,ROBERT GRAY AAF,KILLEEN,USA,31.067,-97.829
1470,KGRR,GRR,GERALD R FORD INTERNATIONAL,GRAND RAPIDS,USA,42.881,-85.523
1471,KGSB,GSB,SEYMOUR JOHNSON AFB,GOLDSBORO,USA,35.339,-77.961
1472,KGTB,GTB,WHEELER SACK AAF,FORT DRUM,USA,44.056,-75.719
1473,KGTF,GTF,GREAT FALLS INTERNATIONAL,GREAT FALLS,USA,47.482,-111.371
1474,KGUS,GUS,GRISSOM ARB,PERU,USA,40.648,-86.152
1475,KGVT,GVT,MAJORS,GREENVILE,USA,33.068,-96.065
1476,KGVW,GVW,RICHARDS GEBAUR MEMORIAL,GRANDVIEW,USA,38.843,-94.561
1477,KGWO,GWO,GREENWOOD LEFLORE,GREENWOOD,USA,33.494,-90.084
1478,KHBR,HBR,HOBART MUNI,HOBART,USA,34.991,-99.051
1479,KHFD,HFD,HARTFORD BRAINARD,HARTFORD,USA,41.736,-72.65
1480,KHHR,HHR,JACK NORTHROP FLD HAWTHORNE MUNI,HAWTHORNE,USA,33.923,-118.335
1481,KHIB,HIB,CHISHOLM HIBBING,HIBBING,USA,47.386,-92.839
1482,KHIF,HIF,HILL AFB,OGDEN,USA,41.124,-111.973
1483,KHKY,HKY,HICKORY RGNL,HICKORY,USA,35.741,-81.389
1484,KHLN,HLN,HELENA RGNL,HELENA,USA,46.607,-111.983
1485,KHLR,HLR,HOOD AAF,FORT HOOD,USA,31.139,-97.714
1486,KHMN,HMN,HOLLOMAN AFB,ALAMOGORDO,USA,32.852,-106.106
1487,KHOB,HOB,LEA CO RGNL,HOBBS,USA,32.688,-103.217
1488,KHON,HON,HURON RGNL,HURON,USA,44.385,-98.228
1489,KHOP,HOP,CAMPBELL AAF,HOPKINSVILLE,USA,36.668,-87.496
1490,KHOU,HOU,WILLIAM P HOBBY,HOUSTON,USA,29.645,-95.279
1491,KHPN,HPN,WESTCHESTER CO,WHITE PLAINS,USA,41.067,-73.707
1492,KHRL,HRL,VALLEY INTERNATIONAL,HARLINGEN,USA,26.228,-97.654
1493,KHRO,HRO,BOONE CO,HARRISON,USA,36.261,-93.155
1494,KHRT,HRT,HURLBURT FLD,MARY ESTHER,USA,30.428,-86.689
1495,KHST,HST,HOMESTEAD ARB,HOMESTEAD,USA,25.488,-80.384
1496,KHTL,HTL,ROSCOMMON CO,HOUGHTON LAKE,USA,44.36,-84.671
1497,KHUA,HUA,REDSTONE AAF,REDSTONE,USA,34.679,-86.685
1498,KHUF,HUF,TERRE HAUTE INTERNATIONAL HULMAN FLD,TERRE HAUTE,USA,39.451,-87.307
1499,KHUL,HUL,HOULTON INTERNATIONAL,HOULTON,USA,46.123,-67.792
1500,KHVR,HVR,HAVRE CITY CO,HAVRE,USA,48.543,-109.762
1501,KHWO,HWO,NORTH PERRY,HOLLYWOOD,USA,26.001,-80.24
1502,KIAB,IAB,MC CONNELL AFB,WICHITA,USA,37.623,-97.267
1503,KIAD,IAD,WASHINGTON DULLES INTERNATIONAL,WASHINGTON,USA,38.944,-77.456
1504,KIAG,IAG,NIAGARA FALLS INTERNATIONAL,NIAGARA FALLS,USA,43.107,-78.946
1505,KIAH,IAH,GEORGE BUSH INTCNTL HOUSTON,HOUSTON,USA,29.98,-95.34
1506,KICT,ICT,WICHITA MID CONTINENT,WICHITA,USA,37.65,-97.433
1507,KIKK,IKK,GREATER KANKAKEE,KANKAKEE,USA,41.071,-87.846
1508,KIKR,ABQ,ALBUQUERQUE INTERNATIONAL SUNPORT,KIRTLAND A.F.B.,USA,35.04,-106.609
1509,KILG,ILG,NEW CASTLE CO,WILMINGTON,USA,39.679,-75.606
1510,KILM,ILM,WILMINGTON INTERNATIONAL,WILMINGTON,USA,34.271,-77.903
1511,KIND,IND,INDIANAPOLIS INTERNATIONAL,INDIANAPOLIS,USA,39.717,-86.294
1512,KINK,INK,WINKLER CO,WINK,USA,31.779,-103.201
1513,KINL,INL,FALLS INTERNATIONAL,INTERNATIONAL FALLS,USA,48.566,-93.403
1514,KINS,INS,INDIAN SPRINGS AF AUX,INDIAN SPRINGS,USA,36.587,-115.673
1515,KINT,INT,SMITH REYNOLDS,WINSTON-SALEM,USA,36.134,-80.222
1516,KIPL,IPL,IMPERIAL CO,IMPERIAL,USA,32.834,-115.579
1517,KIPT,IPT,WILLIAMSPORT RGNL,WILLIAMSPORT,USA,41.242,-76.921
1518,KISN,ISN,SLOULIN FLD INTERNATIONAL,WILLISTON,USA,48.178,-103.642
1519,KISP,ISP,LONG ISLAND MAC ARTHUR,ISLIP,USA,40.795,-73.1
1520,KJAN,JAN,JACKSON INTERNATIONAL,JACKSON,USA,32.311,-90.076
1521,KJAX,JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30.494,-81.688
1522,KJBR,JBR,JONESBORO MUNI,JONESBORO,USA,35.832,-90.646
1523,KJFK,JFK,JOHN F KENNEDY INTERNATIONAL,NEW YORK,USA,40.64,-73.779
1524,KLAN,LAN,CAPITAL CITY,LANSING,USA,42.779,-84.587
1525,KLAS,LAS,MC CARRAN INTERNATIONAL,LAS VEGAS,USA,36.08,-115.152
1526,KLAX,LAX,LOS ANGELES INTERNATIONAL,LOS ANGELES,USA,33.942,-118.408
1527,KLBB,LBB,LUBBOCK INTERNATIONAL,LUBBOCK,USA,33.664,-101.823
1528,KLCH,LCH,LAKE CHARLES RGNL,LAKE CHARLES,USA,30.126,-93.223
1529,KLCK,LCK,RICKENBACKER INTERNATIONAL,COLUMBUS,USA,39.814,-82.928
1530,KLFI,LFI,LANGLEY AFB,HAMPTON,USA,37.083,-76.36
1531,KLFK,LFK,ANGELINA CO,LUFKIN,USA,31.234,-94.75
1532,KLFT,LFT,LAFAYETTE RGNL,LAFAYETTE,USA,30.205,-91.987
1533,KLGA,LGA,LA GUARDIA,NEW YORK,USA,40.777,-73.872
1534,KLGB,LGB,LONG BEACH,LONG BEACH,USA,33.818,-118.151
1535,KLHW,LHW,WRIGHT AAF,WRIGHT,USA,31.889,-81.562
1536,KLIT,LIT,ADAMS FLD,LITTLE ROCK,USA,34.729,-92.224
1537,KLNA,LNA,PALM BEACH CO PARK,WEST PALM BEACH,USA,26.593,-80.085
1538,KLNK,LNK,LINCOLN MUNI,LINCOLN,USA,40.851,-96.759
1539,KLOU,LOU,BOWMAN FLD,LOUISVILLE,USA,38.228,-85.664
1540,KLRD,LRD,LAREDO INTERNATIONAL,LAREDO,USA,27.544,-99.461
1541,KLRF,LRF,LITTLE ROCK AFB,JACKSONVILLE,USA,34.918,-92.146
1542,KLSF,LSF,LAWSON AAF,FORT BENNING,USA,32.337,-84.991
1543,KLSV,LSV,NELLIS AFB,LAS VEGAS,USA,36.236,-115.034
1544,KLTS,LTS,ALTUS AFB,ALTUS,USA,34.667,-99.267
1545,KLUF,LUF,LUKE AFB,PHOENIX,USA,33.535,-112.383
1546,KLUK,LUK,CINCINNATI MUNI LUNKEN FLD,CINCINNATI,USA,39.103,-84.419
1547,KMAF,MAF,MIDLAND INTERNATIONAL,MIDLAND,USA,31.942,-102.202
1548,KMCC,MCC,MC CLELLAN AFLD,SACRAMENTO,USA,38.667,-121.401
1549,KMCF,MCF,MACDILL AFB,TAMPA,USA,27.849,-82.521
1550,KMCI,MCI,KANSAS CITY INTERNATIONAL,KANSAS CITY,USA,39.297,-94.714
1551,KMCN,MCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693,-83.649
1552,KMCO,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316
1553,KMDT,MDT,HARRISBURG INTERNATIONAL,HARRISBURG,USA,40.193,-76.763
1554,KMDW,MDW,CHICAGO MIDWAY INTERNATIONAL,CHICAGO,USA,41.786,-87.752
1555,KMEM,MEM,MEMPHIS INTERNATIONAL,MEMPHIS,USA,35.042,-89.977
1556,KMER,MER,CASTLE,MERCED,USA,37.38,-120.568
1557,KMFE,MFE,MC ALLEN MILLER INTERNATIONAL,MCALLEN,USA,26.176,-98.239
1558,KMGE,MGE,DOBBINS ARB,MARIETTA,USA,33.915,-84.516
1559,KMHR,MHR,SACRAMENTO MATHER,SACRAMENTO,USA,38.554,-121.297
1560,KMIA,MIA,MIAMI INTERNATIONAL,MIAMI,USA,25.793,-80.291
1561,KMIB,MIB,MINOT AFB,MINOT,USA,48.416,-101.357
1562,KMIV,MIV,MILLVILLE MUNI,MILLVILLE,USA,39.368,-75.072
1563,KMKE,MKE,GENERAL MITCHELL INTERNATIONAL,MILWAUKEE,USA,42.947,-87.896
1564,KMKL,MKL,MC KELLAR SIPES RGNL,JACKSON,USA,35.6,-88.916
1565,KMKO,MKO,DAVIS FLD,MUSKOGEE,USA,35.657,-95.361
1566,KMLB,MLB,MELBOURNE INTERNATIONAL,MELBOURNE,USA,28.103,-80.645
1567,KMLC,MLC,MC ALESTER RGNL,MCALESTER,USA,34.882,-95.783
1568,KMLT,MLT,MILLINOCKET MUNI,MILLINOCKET,USA,45.648,-68.686
1569,KMLU,MLU,MONROE RGNL,MONROE,USA,32.511,-92.037
1570,KMMV,MMV,MC MINNVILLE MUNI,MACKMINNVILLE,USA,45.194,-123.136
1571,KMNM,MNM,MENOMINEE MARINETTE TWIN CO,MACON,USA,45.126,-87.638
1572,KMOB,MOB,MOBILE RGNL,MOBILE,USA,30.691,-88.243
1573,KMOD,MOD,MODESTO CITY CO HARRY SHAM,MODESTO,USA,37.626,-120.954
1574,KMOT,MOT,MINOT INTERNATIONAL,MINOT,USA,48.259,-101.28
1575,KMPV,MPV,EDWARD F KNAPP STATE,MONTPELIER,USA,44.203,-72.562
1576,KMQT,MQT,SAWYER INTERNATIONAL,MARQUETTE,USA,46.534,-87.562
1577,KMSN,MSN,DANE CO RGNL TRUAX FLD,MADISON,USA,43.14,-89.337
1578,KMSP,MSP,MINNEAPOLIS ST PAUL INTERNATIONAL,MINNEAPOLIS,USA,44.88,-93.217
1579,KMSS,MSS,MASSENA INTERNATIONAL RICHARDS FLD,MASSENA,USA,44.936,-74.845
1580,KMSY,MSY,LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL,NEW ORLEANS,USA,29.993,-90.258
1581,KMTC,MTC,SELFRIDGE ANGB,MOUNT CLEMENS,USA,42.613,-82.832
1582,KMUI,MUI,MUIR AAF,MUIR,USA,40.435,-76.569
1583,KMUO,MUO,MOUNTAIN HOME AFB,MOUNTAIN HOME,USA,43.043,-115.872
1584,KMWH,MWH,GRANT CO INTERNATIONAL,GRANT COUNTY AIRPORT,USA,47.208,-119.32
1585,KMWL,MWL,MINERAL WELLS,MINERAL WELLS,USA,32.781,-98.06
1586,KMXF,MXF,MAXWELL AFB,MONTGOMERY,USA,32.379,-86.362
1587,KMYR,MYR,MYRTLE BEACH INTERNATIONAL,MYRTLE BEACH,USA,33.68,-78.928
1588,KNBC,NBC,BEAUFORT MCAS,BEAUFORT,USA,32.477,-80.723
1589,KNBG,NBG,NEW ORLEANS NAS JRB,NEW ORLEANS,USA,29.825,-90.035
1590,KNCA,NCA,NEW RIVER MCAS,JACKSONVILLE,USA,34.708,-77.439
1591,KNEL,NEL,LAKEHURST NAES,LAKEHURST,USA,40.033,-74.353
1592,KNFL,NFL,FALLON NAS,FALLON,USA,39.416,-118.701
1593,KNGU,NGU,NORFOLK NS,NORFOLK,USA,36.938,-76.289
1594,KNHK,NHK,PATUXENT RIVER NAS,PATUXENT RIVER,USA,38.286,-76.412
1595,KNID,NID,CHINA LAKE NAWS,CHINA,USA,35.688,-117.691
1596,KNIP,NIP,JACKSONVILLE NAS,JACKSONVILLE,USA,30.236,-81.681
1597,KNJK,NJK,EL CENTRO NAF,EL CENTRO,USA,32.829,-115.672
1598,KNKT,NKT,CHERRY POINT MCAS,CHERRY POINT,USA,34.902,-76.881
1599,KNKX,NKX,MIRAMAR MCAS,MIRAMAR,USA,32.868,-117.143
1600,KNLC,NLC,LEMOORE NAS,LEMOORE,USA,36.333,-119.952
1601,KNMM,NMM,MERIDIAN NAS,MERIDIAN,USA,32.552,-88.556
1602,KNOW,NOW,PORT ANGELES CGAS,PORT ANGELES,USA,48.141,-123.414
1603,KNPA,NPA,PENSACOLA NAS,PENSACOLA,USA,30.353,-87.319
1604,KNQA,NQA,MILLINGTON MUNI,MILLINGTON,USA,35.357,-89.87
1605,KNQI,NQI,KINGSVILLE NAS,KINGSVILLE,USA,27.507,-97.81
1606,KNQX,NQX,KEY WEST NAS,KEY WEST,USA,24.576,-81.689
1607,KNSE,NSE,WHITING FLD NAS NORTH,MILTON,USA,30.724,-87.022
1608,KNTD,NTD,POINT MUGU NAS,POINT MUGU,USA,34.12,-119.121
1609,KNTK,NTK,TUSTIN MCAF,TUSTIN,USA,33.706,-117.827
1610,KNTU,NTU,OCEANA NAS,OCEANA,USA,36.821,-76.033
1611,KNUQ,NUQ,MOFFETT FEDERAL AFLD,MOUNTAIN VIEW,USA,37.415,-122.048
1612,KNUW,NUW,WHIDBEY ISLAND NAS,WHIDBEY ISLAND,USA,48.352,-122.656
1613,KNXP,NXP,TWENTYNINE PALMS EAF,TWENTY NINE PALMS,USA,34.296,-116.162
1614,KNXX,NXX,WILLOW GROVE NAS JRB,WILLOW GROVE,USA,40.2,-75.148
1615,KNYG,NYG,QUANTICO MCAF,QUANTICO,USA,38.502,-77.305
1616,KNZC,NZC,CECIL FLD,JACKSONVILLE,USA,30.219,-81.876
1617,KNZY,NZY,NORTH ISLAND NAS,SAN DIEGO,USA,32.699,-117.215
